82,64
82,64
82,64
75,64
75,64
56,62
62,64
62,66
62,66
68,64
58,66
58,64
62,64
62,66
62,66
62,66
83,64
67,64
63,64
63,64
63,64
69,66
69,66
69,66
69,67
69,66
69,67
71,67
74,64
60,64
60,64
60,64
49,64
60,63
46,64
60,63
46,64
58,63
60,63
49,64
46,64
60,62
46,64
58,62
51,64
49,64
58,62
51,63
60,62
49,64
58,63
51,64
69,64
69,64
69,66
69,67
71,67
73,64
73,64
58,64
58,64
58,64
58,64
76,66
76,63
76,65
76,63
76,65
76,66
76,67
76,64
74,64
74,64
76,64
76,64
76,64
76,64
76,64
76,64
76,64
82,62
82,65
82,62
82,64
75,62
75,62
75,62
75,62
75,62
75,62
61,64
61,64
52,64
52,64
69,64
56,64
